video_id,title,title_length,has_number_in_title,has_emoji,channelId,channelTitle,categoryId,categoryName,publishedAt_vn,publish_date,publish_hour,day_of_week,days_since_published,duration,duration_sec,duration_bucket,viewCount,likeCount,commentCount,engagement_rate,like_rate,comment_rate,tags,tag_count,thumbnail_link
-CguggiBj5s,Phạm Đình Thái Ngân - ‘ adrenaline ‘ (ft. B Ray x Hoàng Tôn) Prod by Lusic & Kyro | Official MV,95,False,False,UCYambOMJO7acghRqxoBK-zg,Phạm Đình Thái Ngân,10,Music,2026-06-21 19:20:06+07:00,2026-06-21,19,Sunday,20,PT4M6S,246,3-5 mins,778245,14492,1488,0.020533379591259823,0.01862138529640409,0.0019119942948557331,Phạm Đình Thái Ngân|pham dinh thai ngan|Thái Ngân|thai ngan|phạm đình thái ngân|phạm đình thái ngân adrenaline|adrenaline phạm đình thái ngân|pham dinh thai ngan adrenaline|adrenaline pham dinh thai ngan|teaser adrenaline|adrenaline teaser|adrenaline thái ngân|thái ngân adrenaline|adrenaline thai ngan|thai ngan adrenaline|adrenaline|hoàng tôn|b ray|B Ray|Phạm Đình Thái Ngân - ‘ adrenaline ‘ (ft. B Ray x Hoàng Tôn) Prod by Lusic & Kyro | Official MV,21,https://i.ytimg.com/vi/-CguggiBj5s/hqdefault.jpg
6SJyNeBhrLs,Đừng Mở Cửa SINH VẬT KÌ LẠ Vào Lúc 3H SÁNG Trong Minecraft,58,True,False,UCFgdBcaVqROiBTiFlHF0SSw,Sầu Riêng TV,24,Entertainment,2026-07-06 17:30:35+07:00,2026-07-06,17,Monday,5,PT1H22M21S,4941,> 30 mins,107190,715,58,0.0072114936094784966,0.006670398358055789,0.0005410952514227073,minecraft|sầu riêng tv|Sầu Riêng minecraft|sầu riêng|sinh tố team|sau rieng tv|saurieng|sau rieng|trai sau rieng|Đừng Mở Cửa SINH VẬT KÌ LẠ Vào Lúc 3H SÁNG Trong Minecraft|vì sao sầu riêng bị cấm ngủ|máy bay bị bỏ hoang trong minecraft|sầu riêng làng sinh tố giàu có,13,https://i.ytimg.com/vi/6SJyNeBhrLs/hqdefault.jpg
EO9zWavz2b8,Mưa Chiều Cô Liêu 2 - Nam Tiến | Giọng Ca Nữ Hay | Bolero Trữ Tình Buồn Remix | Mưa Chiều Cô Đơn,96,True,False,UCxShupIxfMla-ey488vKoZQ,Nam Tiến,10,Music,2026-06-28 06:20:34+07:00,2026-06-28,6,Sunday,13,PT4M25S,265,3-5 mins,219197,341,17,0.0016332340314876572,0.0015556782255231596,7.75558059644977e-05,nhạc hay|nhạc tình ca|nhạc trữ tình|xu hướng|Nhạc chill|Nhạc remix|bolero remix|bolero hay|bolero mới|bolero hay nhất|tuyệt phẩm bolero|nhạc trữ tình bolero|bolero tình ca|nhạc bolero|bolero trữ tình|bolero bất hủ|nhạc trữ tình buồn|nhạc bolero chọn lọc|bolero tâm trạng|nhạc trữ tình hay nhất|bolero dễ nghe|nhạc trữ tình sâu lắng|Mưa Chiều Cô Liêu 2|Mưa Chiều Cô Đơn|Mưa Chiều|khi say nhớ lắm|Mưa Chiều Cô Liêu 2 giọng Nữ hay|bolero triệuview,28,https://i.ytimg.com/vi/EO9zWavz2b8/hqdefault.jpg
xVFI7NrmS90,FC MOBILE VN | (PHẦN 4) HÀNH TRÌNH LEO RANK CẤP TỐC VÀ MÀN MỞ THẺ SIÊU BÁ ĐẠO | TANH PHÔ MAI,92,True,False,UC838LCJ4rQtnbBMJhDwqHfQ,Tanh Phô Mai,22,People & Blogs,2026-07-09 17:16:42+07:00,2026-07-09,17,Thursday,2,PT10M43S,643,10-30 mins,122033,3835,112,0.03234371030786754,0.031425925774175835,0.0009177845336917063,,0,https://i.ytimg.com/vi/xVFI7NrmS90/hqdefault.jpg
V8jmcdT-lFY,"Lính Trận Miền Xa - Lá Thư Đô Thị⭐LK Nhạc Vàng Xưa Ngọt Ngào Say Đắm Bao Thế Hệ, Toàn Bài Hay Bất Hủ",100,False,True,UCZEZKhxRselLqhmZwb7ecKQ,Ngọc Ánh Bolero,22,People & Blogs,2026-06-30 18:01:23+07:00,2026-06-30,18,Tuesday,11,PT3H57M43S,14263,> 30 mins,159285,1815,28,0.011570455472894496,0.011394669931255296,0.00017578554163920018,nhac tru tinh|Ngọc Ánh Bolero|ngoc anh bolero|lk nhạc vàng xưa ngọt ngào say đắm bao thế hệ|say đắm bao thế hệ|toàn bài hay bất hủ|nhạc lính vượt thời gian|nhạc lính|nhac linh|nhạc lính hải ngoại|lk nhạc lính|nhạc lính tiền chiến|rumba nhạc lính|nhạc lính xưa|nhac linh xua|nhạc vàng xưa|nhạc vàng|ca nhạc|nhạc trữ tình|bolero|nhac vang|gia tien|gia tiến|nhac tru tinh dan ca|thư tình em gái|lính trận miền xa|nhạc lính công tuấn|bolero hay nhất,28,https://i.ytimg.com/vi/V8jmcdT-lFY/hqdefault.jpg
eZrqAeWC-ck,Họa sĩ CrisDevilGamer và anh em chơi Meccha Chameleon | Tập 2,61,True,False,UCd0neB_LB1xpwIYDetX2qTg,Cris Devil Gamer,24,Entertainment,2026-06-30 11:13:43+07:00,2026-06-30,11,Tuesday,11,PT18M18S,1098,10-30 mins,615116,19202,158,0.03147373828676217,0.031216876166446653,0.0002568621203155177,CrisDevilGamer|Cris Devil Gamer|Cris Devil|cam nang game thu|cir drive gamer|cris phan|crisphan|cris phản|cris phan 2n1d|cris phản 2n1d|cris 2n1d|hoa si crisdevilgamer|hoa si cris phan|crisdevilgamer lam hoasi|MECCHA CHAMELEON gameplay|MECCHA CHAMELEON video|MECCHA CHAMELEON livestream|MECCHA CHAMELEON multiplay|MECCHA CHAMELEON videogame|MECCHA CHAMELEON ending|MECCHA CHAMELEON crisdevilgamer|MECCHA CHAMELEON crisphan,22,https://i.ytimg.com/vi/eZrqAeWC-ck/hqdefault.jpg
xO5-XykBmjs,Mỹ vs Bỉ | Vòng 1/8 World Cup 2026 |  Video Games,49,True,False,UCmt9fAynCWE7KViIXj0ytLQ,LTH_Football,20,Gaming,2026-07-07 06:30:06+07:00,2026-07-07,6,Tuesday,4,PT31M37S,1897,> 30 mins,175166,443,20,0.0026432070150600004,0.002529029606202117,0.00011417740885788338,world cup video game|world cup 2026|world cup hôm nay game,3,https://i.ytimg.com/vi/xO5-XykBmjs/hqdefault.jpg
SFr6nr-tiQw,BEDY TRỞ THÀNH BÁC SĨ CÙNG TRỢ LÍ MEO TRUY TÌM DANH TÍNH PHẦN 13 | ANIMEL ANOMALY ROBLOX,88,True,False,UCEABC-f8BYqeMoOS0gWqZPg,BEDY BÁO ,20,Gaming,2026-07-09 18:23:27+07:00,2026-07-09,18,Thursday,2,PT13M43S,823,10-30 mins,67653,1402,426,0.027020235614089547,0.020723397336407847,0.0062968382776817,bedy báo|bedy|roblox|meo|phá đảo,5,https://i.ytimg.com/vi/SFr6nr-tiQw/hqdefault.jpg
ITuoIeIuyOg,TAY NGHỀ TÔI ĐÃ LÊN MỘT TẦM CAO MỚI !! | Meccha Chameleon #7,60,True,False,UCN_Zhu6FImgfqKeHUBlZcVg,Hat Snow Player,20,Gaming,2026-07-07 23:46:03+07:00,2026-07-07,23,Tuesday,3,PT2H43M27S,9807,> 30 mins,156752,3119,87,0.020452689598856794,0.01989767275696642,0.0005550168418903746,Meccha Chameleon|Meccha Chameleon walkthrough|Meccha Chameleon hat snow player|hat snow|hat snow player|hat snow player chơi game kinh dị|game kinh dị|horror game|game ẩn nấp|game tô màu rồi trốn|game trốn tô màu|hat snow player game trốn tìm|hat snow player chơi game trốn tìm tô màu|hat snow game trốn tìm tô màu|hat snow họa sĩ|mecha chameleion hat snow|Meccha Chameleon tập 4 hat snow,17,https://i.ytimg.com/vi/ITuoIeIuyOg/hqdefault.jpg
SIZbZwmXdHU,Đây Là Server Siêu Cấp TAI QUÁI Trong Jujutsu Shenanigans,57,False,False,UCEGm-eRJNImuYk1WMufxeRQ,DiPiKing Roblox,22,People & Blogs,2026-07-08 19:23:04+07:00,2026-07-08,19,Wednesday,3,PT21M7S,1267,10-30 mins,127687,2225,369,0.020315302262563926,0.01742542310493629,0.0028898791576276363,,0,https://i.ytimg.com/vi/SIZbZwmXdHU/hqdefault.jpg
mC7gF-qll60,Best Ever World Cup Winner's Team!,34,False,False,UC9ex8bR3tNeTgKDfW0ocvGw,RazzHD,20,Gaming,2026-07-06 23:24:07+07:00,2026-07-06,23,Monday,4,PT10M50S,650,10-30 mins,237781,2551,125,0.011254053099280431,0.01072835928858908,0.0005256938106913505,,0,https://i.ytimg.com/vi/mC7gF-qll60/hqdefault.jpg
hQAs_nxX6_M,Văn Tùng bình luận MSI: LYON vs FUR | BLG vs T1 #MSI2026,56,True,False,UC8YW6FO4bJzh8IKJl3PtZqw,Văn Tùng,20,Gaming,2026-07-04 18:25:52+07:00,2026-07-04,18,Saturday,7,PT8H27M34S,30454,> 30 mins,298588,2761,24,0.009327233512398355,0.009246855198467454,8.037831393090144e-05,van tung|văn tùng|lien minh huyen thoai|liên minh huyền thoại|phân tích lck|phan tich lck|phan tich tran dau|phan tich lien minh huyen thoai|binh luan rank han|bình luận rank hàn|cast rank hàn|rank hàn|cast rank|bình luận liên minh huyền thoại|binh luan lien minh huyen thoai|lol|liên minh|lienminh|lmht|blv văn tùng|blv van tung|văn tùng lol|T1 dk|văn tùng stream|văn tùng livestream,25,https://i.ytimg.com/vi/hQAs_nxX6_M/hqdefault.jpg
3_Kzn45EG0c,"(DailyStream) Visa trong tay, chuẩn bị bay sang Pa-Ghi thôi! 🇫🇷✈️",65,False,True,UCwbWXw1W6cMQlfSzv8Pd2cA,Himass,20,Gaming,2026-07-10 01:14:15+07:00,2026-07-10,1,Friday,1,PT5H2M58S,18178,> 30 mins,122926,2747,7,0.02240372256479508,0.022346777736199013,5.694482859606593e-05,Himass|himass live|himass pubg|himass rambo|pubg himass|quỷ đầu bạc|quỷ đầu bạc himass|truc tiep tai go vap|al himass|AL Himass|live himass|hiamss pnc|hiamss npc|daily stream himass|himass daily stream|himass highlights|himass setting pubg,17,https://i.ytimg.com/vi/3_Kzn45EG0c/hqdefault.jpg
GtIOC0DJ7tY,"Tôi Trải Qua ""30 ĐÊM Ở THE BACKROOMS"" Mỗi Khi Có BÁO ĐỘNG KHẨN CẤP 🚨 (All Levels) | KhanhGuy",92,True,True,UC1nDdWX28Ol9EqK-0yf1MZg,Khanh Guy,20,Gaming,2026-07-09 20:17:14+07:00,2026-07-09,20,Thursday,2,PT23M21S,1401,10-30 mins,57950,1584,204,0.0308541846419327,0.02733390854184642,0.0035202761000862814,kể chuyện roblox|map roblox|roblox horror story|amber alert|roblox kinh dị|the backrooms all level,6,https://i.ytimg.com/vi/GtIOC0DJ7tY/hqdefault.jpg
kSahcFmnbSM,"Liên Quân 28 Chỉnh Sửa Tướng, Map Quái, Trang Bị S3 2026 | Chi Tiết Phiên Bản Ngày Hội Liên Quân",96,True,False,UC3QLI0FHwACCaa91Xdpam2A,Trải Nghiệm Game,20,Gaming,2026-07-07 10:00:38+07:00,2026-07-07,10,Tuesday,4,PT23M7S,1387,10-30 mins,170799,1902,247,0.012582040878459476,0.01113589658019075,0.0014461442982687252,tng|liên quân mobile|trải nghiệm game|trai nghiem game|liên quân|phiên bản mới|phiên bản mới liên quân|liên quân update|phien ban moi|Liên Quân 28 Chỉnh Sửa Tướng|Map Quái|Trang Bị S3 2026|Chi Tiết Phiên Bản Ngày Hội Liên Quân|Phiên Bản Ngày Hội Liên Quân|Ngày Hội Liên Quân|s3 2026,16,https://i.ytimg.com/vi/kSahcFmnbSM/hqdefault.jpg
Mx-ghBW5AuE,Phá Hủy San Phẳng Thành Công Trụ Sở Cảnh Sát Trong Thành Phố Vui Nhộn,69,False,False,UCwl3RW3np6s4YhU1axFQq5A,Thắng Tê Tê zz,20,Gaming,2026-07-05 16:40:57+07:00,2026-07-05,16,Sunday,6,PT13M50S,830,10-30 mins,145654,787,73,0.005904403586581899,0.005403215840279018,0.0005011877463028822,hang nga,1,https://i.ytimg.com/vi/Mx-ghBW5AuE/hqdefault.jpg
oOcPsIcF8q4,"TÔI CỌ LÁP VẼ TRỐN TÌM VỚI MỌI ARTIST (Cận Thị TG, Ếch Ộp, Remind, HK15, Ken, Tea,  Siin, Mazu,..)",98,True,False,UCTMwsQCcKm06tdYCYflYOBw,ACN,24,Entertainment,2026-07-01 18:19:23+07:00,2026-07-01,18,Wednesday,10,PT10M23S,623,10-30 mins,426516,11246,239,0.02692747751549766,0.02636712339044725,0.0005603541250504084,ACN|A CN|tiktok|trend,4,https://i.ytimg.com/vi/oOcPsIcF8q4/hqdefault.jpg
Y2waE0LSo0c,LẠI TÌM ĐIỂM KHÁC BIỆT,22,False,False,UCWxOKVHkdeO9ThMmOvGcoMg,HK15 plays,10,Music,2026-07-07 11:30:38+07:00,2026-07-07,11,Tuesday,4,PT25M36S,1536,10-30 mins,212052,6487,170,0.03139324316677042,0.030591553015298135,0.0008016901514722803,HK15|Hk15gaming|hk15 funny|hk15 funny moments|hk15 hài|hk15 game ma|hk15 game kinh di|hk15 game kinh dị|hk15 uno|ckg hk15|ckg|chickengang|sangtraan|remind|bảo hoàng|remind tv|long áo đen|desmondvu2|nguyndi|hk15 chơi game kinh dị|hk15 roblox|hk15 minecraft|hk15 intro|hk15 game hài|funny game|gaming|funny moments|game vui|chơi game|game|stream|hk15 game kinh dị hài|hk15 săn ma|hk15 bắt ma|hk15 chơi game kinh di|hk15 horror|hk15 horror game,37,https://i.ytimg.com/vi/Y2waE0LSo0c/hqdefault.jpg
yrubsIMBMOg,Tôi Phải Bắn Hạ 1 TỶ Con Vịt Để Chúng TUYỆT CHỦNG,49,True,False,UCDurFr6wCtj1e9Km0JveffA,Su Đờn,20,Gaming,2026-07-07 19:00:26+07:00,2026-07-07,19,Tuesday,4,PT26M3S,1563,10-30 mins,109168,1863,102,0.01799978015535688,0.017065440422101716,0.0009343397332551664,just mindhack|son mindhack|game|game funny moments|son du|sơn đù|son du funny moments|sơn đù funny moments|son du gaming|su don|su đờn|sơn đù gaming|su đờn gaming|su don gaming|game mobile|game dien thoai|nang cap|nâng cấp|qua nhieu|quá nhiều|ket hop|kết hợp|triệu đô|click|Tôi Kiếm Được 1 Triệu Đô|Tôi Phải Tìm Đủ 100 Con Vịt|Và TIÊU DIỆT Chúng.|vit|vịt|100|find|duck|ducks|Tôi Phải Bắn Hạ 1 TỶ Con Vịt|1 tỷ|1 tỉ|one|billion,38,https://i.ytimg.com/vi/yrubsIMBMOg/hqdefault.jpg
YEYNMd9jRYs,TỪ NOOB ĐẾN MAX LEVEL + V4 NHƯNG TÔI CHỈ SỬ DỤNG VẬT PHẨM MÀU VÀNG!!!,78,True,False,UCRFxgtKGDOz8xO_zw3DoAUA,Vindeza,20,Gaming,2026-07-07 17:00:03+07:00,2026-07-07,17,Tuesday,4,PT34M52S,2092,> 30 mins,155641,2584,605,0.02048945971819765,0.016602309160182727,0.003887150558014919,,0,https://i.ytimg.com/vi/YEYNMd9jRYs/hqdefault.jpg
ZjnPKuZdaWs,TSW vs LYON | G2 vs T1 | MSI 2026 BOOOOOM BOOOM,47,True,False,UC4vee4ct_Fud2SwcQ-50D9Q,Killerqueen,20,Gaming,2026-07-08 17:05:21+07:00,2026-07-08,17,Wednesday,3,PT6H45M35S,24335,> 30 mins,123407,1883,0,0.01525845373439108,0.01525845373439108,0.0,killerqueen|lol|bodatchach|bdc|36|3tau6champ|luulinh|lmht|leagueoflegends|rank|ranked|valorant|vlr|korea|rankhan|thachdau|thachdauhan|leesin|top4vcs,19,https://i.ytimg.com/vi/ZjnPKuZdaWs/hqdefault.jpg
6L-e2_u9LhY,"Bản Mod ""KINH DỊ NHẤT"" Mùa Hè 2026? | Verity Mod",48,True,False,UC-tJ52OfXxNyZJhj-dGqMYQ,Channy,20,Gaming,2026-07-08 11:00:29+07:00,2026-07-08,11,Wednesday,3,PT23M24S,1404,10-30 mins,127135,3245,169,0.026853344869626775,0.025524049238997915,0.0013292956306288591,channy|minecraft|minecraft vn|thu thach minecraft|thử thách minecraft|minigame minecraft|minecraft gaming|minecraft Oops|Oops Club|minecraft channy|Buron Kanzaki|channy minecraft|minecraft tiếng việt|verity minecraft|verity mod minecraft|minecraft tải mod|minecraft kinh dị|minecraft pe,18,https://i.ytimg.com/vi/6L-e2_u9LhY/hqdefault.jpg
-EPdqts4bxs,Ốc TV Mỗi Giây Tăng Thêm Tốc độ vượt Thử Thách ASRM Butter,75,False,False,UCqAQ8VGrIPr1ZQNVXEECbmw,ỐC TV,24,Entertainment,2026-07-07 16:30:21+07:00,2026-07-07,16,Tuesday,4,PT10M59S,659,10-30 mins,106397,2205,42,0.021119016513623506,0.020724268541406243,0.00039474797221726175,ốc tv|ốc|chị ốc|ốc minecraft|ốc chơi game,5,https://i.ytimg.com/vi/-EPdqts4bxs/hqdefault.jpg
2BdVLVT4-bs,Free Fire Bất Ổn Phần 2: Gia Đình Bất Ổn #freefire #ff #games #giaitri ,71,True,False,UCGdEKBIzR8m4luoC1BtIaMQ,Ân TV,22,People & Blogs,2026-07-03 16:59:24+07:00,2026-07-03,16,Friday,8,PT8M20S,500,5-10 mins,97460,472,7,0.004914836856146111,0.004843012517956085,7.182433819002668e-05,#freefire|#Antvff|#Antvbaton|#AnTv|#ffvn|#freefireshorts|#shorts|#gaming|#funny|#ff|#freefirebaton|#free fire bất ổn|#ff bất ổn|#An tv ff bất ổn|#An tv bất ổn,15,https://i.ytimg.com/vi/2BdVLVT4-bs/hqdefault.jpg
iYTsMcdIBd0,Tui Bị Nữ Fan Cuồng Này....Theo Dõi 💀,37,False,True,UC4a-X5hVObCuHWlAZcbXG0g,Kairon TV,20,Gaming,2026-07-08 18:45:05+07:00,2026-07-08,18,Wednesday,3,PT36M15S,2175,> 30 mins,77317,1387,128,0.01959465576781303,0.017939133696341036,0.001655522071471992,kairon|kairon tv|kairon minecraft|kairon thử thách 24h|Minecraft|roblox|kairon roblox|kairon chơi game|mèo simmy|simmy|kairon và simmy|simmy và kairon|kairon sksp|sksp|sksp chơi game,15,https://i.ytimg.com/vi/iYTsMcdIBd0/hqdefault.jpg
Ei-ZF8Tq3V8,Tổng Hợp Thế Giới Sẽ Gầy Bất Ổn Cực Hài Hước Của Mister Cheems 🤣,64,False,True,UCP-_Fljp8uC8S-Hgwj7mS6Q,Mister Cheems,1,Film & Animation,2026-07-01 18:00:31+07:00,2026-07-01,18,Wednesday,10,PT16M15S,975,10-30 mins,255795,2245,202,0.009566254227017729,0.008776559354170332,0.0007896948728473973,Minecraft|MinecraftVietnam|MinecraftVN|MinecraftShorts|MinecraftTikTok|GameThu|GamingVN|Shorts|ViralShorts|MinecraftChallenge,10,https://i.ytimg.com/vi/Ei-ZF8Tq3V8/hqdefault.jpg
qKgdVqyzyHo,CHIẾC VÉ TỐI THƯỢNG HAY CON QUỶ ẨN MÌNH?,40,False,False,UCk6zjonUuEBj88vpHaj8HlA,Dương FG,20,Gaming,2026-07-09 19:00:17+07:00,2026-07-09,19,Thursday,2,PT39M25S,2365,> 30 mins,74708,3095,153,0.04347593296567971,0.041427959522407236,0.002047973443272474,,0,https://i.ytimg.com/vi/qKgdVqyzyHo/hqdefault.jpg
leRQoPxrWmo,Đừng TRẢ LỜI Nếu Bạn Nghe Thấy NÓ...,36,False,False,UChsaf2q4XcZc9IaStuRLugw,RaiPow,20,Gaming,2026-07-06 13:15:06+07:00,2026-07-06,13,Monday,5,PT15M26S,926,10-30 mins,154810,2629,330,0.01911375234158,0.01698210709902461,0.0021316452425553904,raipow|Minecraft|belbel|belbelteam|trốn tìm minecraft|minecraft kinh dị|Raipow kinh di|sarah minecraft|I heard it too|minecraft i heard it too raipow|raipow x kan I heard it too|sarah minecraft raipow|chơi cùng bạn gái|minecaft|bạn gái tôi là Kan|raipow minecraft|raipow và kan|minecraft horror mod|minecraft mod kinh dị|tôi nghe thấy tiếng nói minecraft|i heard it too mod minecraft|khám phá mod minecraft mới|swayle i heard it too|minecraft horror mod 2026,24,https://i.ytimg.com/vi/leRQoPxrWmo/hqdefault.jpg
4ThPCZljFCU,Play Together | Mình Khóc Thét Khi Săn Hộp Bot Thỏ Fa.Ke Và Cái Kết,67,False,False,UCBasmsv5cjlL4cvpt_vMkSQ,JunB Play,20,Gaming,2026-07-09 11:32:09+07:00,2026-07-09,11,Thursday,2,PT12M46S,766,10-30 mins,76984,1352,157,0.01960147563130001,0.017562090824067338,0.0020393848072326718,junb play|play junb|JunB Play|play together|play together khóc thét|play together săn hộp bot thỏ|bot thỏ tưng tưng play together|play together bot thỏ fake|play together mở hộp mới|play together bốc thăm bot thỏ,10,https://i.ytimg.com/vi/4ThPCZljFCU/hqdefault.jpg
WnmUZHffB2U,"""Linh Đển"" trong 30 GIÂY !!! | Lút Đây",38,True,False,UCXuSPL-rlW6BLgQ90vbKjFA,Lút Đây,22,People & Blogs,2026-07-09 19:00:15+07:00,2026-07-09,19,Thursday,2,PT13M25S,805,10-30 mins,87698,1880,213,0.023865994663504298,0.021437204953362675,0.0024287897101416224,,0,https://i.ytimg.com/vi/WnmUZHffB2U/hqdefault.jpg
CPHTMdTniUw,Gà Phá Đảo Full Sô Cô La & Kẹo,30,False,False,UCJCgqE23zvLZrieJXLckQPA,Anh Gấu Xanh PLAY,24,Entertainment,2026-07-08 16:58:28+07:00,2026-07-08,16,Wednesday,3,PT10M8S,608,10-30 mins,81883,492,60,0.006741326038371823,0.006008573208114016,0.0007327528302578069,,0,https://i.ytimg.com/vi/CPHTMdTniUw/hqdefault.jpg
dayrVQcUuSM,TÔI ĐI RỪNG CHO @hieuleblanc,28,False,False,UCj06sjVmkCDEapk8JwBg06A,Optimus,20,Gaming,2026-07-08 19:03:36+07:00,2026-07-08,19,Wednesday,3,PT8M32S,512,5-10 mins,89774,1830,27,0.020685276360638938,0.020384521130839665,0.00030075522979927373,Optimus|FL|SGD|GAM|LMHT|LOL|Cường Bảy Núi|7 Núi|Duo with bro|Talkshow|Liên Minh Huyền Thoại|Mus|Optimus chia sẻ|YouTube Optimus|Optimus stream|Optimus lucian|Optimus montage|optimus gta5|optimus tấu hài|cường 7 núi|đánh nhà cho anh|phước 8 sông|bộ đôi song sát|rapper cường 7 núi|optimus call team|optimus mở rương|optimus phân tích vcs|sylas|viktor|tf|optimus custom|optimus phân tích|hướng dẫn chơi|cách đi đường|aram|mayhem|hỗn loạn|hiếu leblanc,38,https://i.ytimg.com/vi/dayrVQcUuSM/hqdefault.jpg
UuXW6V37ccs,Vũ Liz Chơi Full Vòng Sự Kiện Record Holders Đi Tìm Huyền Thoại Van Der Sar Trong FC Mobile VN,94,False,False,UCq-ICTdD_FcX8T5xd8lPlhg,Vũ Liz,20,Gaming,2026-07-09 10:30:35+07:00,2026-07-09,10,Thursday,2,PT9M,540,5-10 mins,124119,1708,134,0.01484059652430329,0.013760987439473408,0.001079609084829881,vũ liz|fc mobile|vũ liz chơi fc mobile|cùng chơi fc mobile|sự kiện fc mobile|mở thẻ fc mobile vn|reviews cầu thủ fc mobile|van persie fc mobile|vũ liz mở thẻ|vũ liz mở thẻ fc mobile|vũ liz stream fc mobvile|liên đoàn fc mobile|liên đoàn của vũ liz|fc mobile ronaldo|cristiano ronaldo|huyền thoại|siêu phẩm|huyền thoại fc mobile|Vũ Liz Chơi Full Vòng Sự Kiện Record Holders Đi Tìm Huyền Thoại Van Der Sar Trong FC Mobile VN,19,https://i.ytimg.com/vi/UuXW6V37ccs/hqdefault.jpg
grCg2OQ3LEM,🕹️ Khách Hàng Thái Độ Lồi Lõm 😤🛒,32,False,True,UCdPDDFGvyRL9UfWYHWJbahg,LONG KA ENTERTAINMENT,20,Gaming,2026-07-09 10:00:27+07:00,2026-07-09,10,Thursday,2,PT9M33S,573,5-10 mins,43710,338,16,0.008098833218943034,0.007732784259894761,0.0003660489590482727,video hài game|clip troll trong game|game vui nhộn|khoảnh khắc hài hước trong game|video game troll|pha lầy game thủ|video game viral|video game shorts|video game vui|game thủ ngáo ngơ|troll bạn trong game|clip game cười xỉu|video game cực vui|tình huống bá đạo trong game|game hài troll|video cười trong game|video meme game|funny gaming moments|trend game hài,19,https://i.ytimg.com/vi/grCg2OQ3LEM/hqdefault.jpg
Te_az5b0yNo,NGƯỜI CHA VĨ ĐẠI NHẤT💀| Family Secrets 1 : Empty Plate,54,True,True,UC4KqvLWEnMcYuov7eGyivzw,ManDk,20,Gaming,2026-07-04 17:00:15+07:00,2026-07-04,17,Saturday,7,PT28M28S,1708,10-30 mins,167412,4888,688,0.03330705086851599,0.029197429097077867,0.004109621771438129,,0,https://i.ytimg.com/vi/Te_az5b0yNo/hqdefault.jpg
H3h_uTYop8w,Roblox Nhưng Nhảy Tòa Tháp Siêu Cao,35,False,False,UCtBP_bVRn4RCoIb5KZARxSw,Cà Na Roblox,20,Gaming,2026-07-09 17:13:46+07:00,2026-07-09,17,Thursday,2,PT19M11S,1151,10-30 mins,62271,1230,103,0.021406433171139053,0.019752372693549163,0.0016540604775898895,ca na roblox|cà na|Roblox Nhưng Nhảy Tòa Tháp Siêu Cao,3,https://i.ytimg.com/vi/H3h_uTYop8w/hqdefault.jpg
sDUHYJJhprY,Cuộc Chiến Mỏ Than Nghèo vs Mỏ Kim Cương Cầu Vồng Siêu Giàu!?,61,False,False,UCrZVyfZR8Tai_0dfl6kzlnA,Anh Hy Short ,22,People & Blogs,2026-07-02 13:04:40+07:00,2026-07-02,13,Thursday,9,PT15M22S,922,10-30 mins,111642,2503,42,0.0227960803281919,0.022419877823758084,0.0003762025044338152,minecraft nền văn minh|minecraft văn minh|minecraft thử thách|minecraft thu thach|minecraft văn minh thử thách|minecraft sinh tồn văn minh|minecraft tiến hóa văn minh|minecraft xây dựng văn minh|minecraft thử thách sinh tồn|minecraft hardcore văn minh|minecraft pvp văn minh|minecraft series văn minh|minecraft việt nam|minecraft vn,14,https://i.ytimg.com/vi/sDUHYJJhprY/hqdefault.jpg
uhm444XWQTc,"Một Ngày Của IDOL SIU NỔI TIẾNG trong GAME WORLD 🎤✨🤘🏻| Rehearsal, Award,.. | Bơ Channel",87,False,True,UC5SJpoPffQAoMaLtaabUJ5Q,Bơ Channel,20,Gaming,2026-07-09 18:00:12+07:00,2026-07-09,18,Thursday,2,PT18M6S,1086,10-30 mins,60773,1107,508,0.026574301087654056,0.01821532588485018,0.008358975202803877,,0,https://i.ytimg.com/vi/uhm444XWQTc/hqdefault.jpg
Gv3q4tybmQg,GTA V # Chốt Chặn Nhóm Thanh Niên Độ Xe Lạng Lách Bốc Cả Đầu Trên Đèo Vắng | Ngọc Lâm Gaming,92,False,False,UCJqCQ9vVWO-3rpTnKF458JA,Ngọc Lâm Gaming,20,Gaming,2026-07-01 10:56:35+07:00,2026-07-01,10,Wednesday,10,PT24M34S,1474,10-30 mins,307550,1872,193,0.006714355389367582,0.006086815152007804,0.0006275402373597789,Ngọc Lâm Gaming|GTA V|GTA V MOD|VIET NAM|Cảnh Sát Việt Nam,5,https://i.ytimg.com/vi/Gv3q4tybmQg/hqdefault.jpg
